sen_measurement2,sen_measurement3,sen_measurement4,sen_measurement8,sen_measurement9,sen_measurement11,sen_measurement13,sen_measurement17,RUL
643.0,1599.0,1411.0,2388.1,9123.99,47.63,2388.06,394,23
643.33,1601.5,1414.04,2388.11,9128.4,47.75,2388.1,395,22
643.36,1604.0,1412.37,2388.04,9129.52,47.78,2388.07,396,21
642.74,1602.31,1414.43,2388.04,9133.66,47.61,2388.04,394,20
643.55,1592.27,1419.05,2388.06,9126.87,47.79,2388.06,395,19
643.25,1592.22,1416.08,2388.11,9143.92,47.68,2388.13,394,18
643.27,1598.82,1420.67,2388.12,9137.02,47.75,2388.1,393,17
643.01,1600.03,1411.27,2388.07,9131.56,47.93,2388.06,394,16
643.06,1593.8,1417.01,2388.06,9139.4,47.94,2388.15,394,15
642.91,1595.04,1423.21,2388.09,9141.5,47.78,2388.08,396,14
642.93,1594.41,1419.56,2388.14,9139.81,48.04,2388.15,395,13
643.76,1600.71,1420.41,2388.08,9145.93,47.9,2388.07,395,12
643.84,1592.34,1429.2,2388.12,9147.12,47.92,2388.12,395,11
643.7,1593.37,1431.05,2388.12,9152.41,48.0,2388.09,396,10
643.31,1593.63,1423.66,2388.15,9159.02,48.03,2388.13,395,9
643.24,1597.11,1428.19,2388.15,9157.25,47.84,2388.16,396,8
643.92,1605.8,1425.89,2388.15,9154.2,48.03,2388.12,396,7
643.4,1603.11,1425.56,2388.11,9152.12,48.14,2388.17,396,6
643.09,1600.92,1426.48,2388.12,9166.77,47.98,2388.15,398,5
643.83,1599.96,1423.75,2388.18,9160.51,47.97,2388.17,399,4
643.49,1600.76,1425.72,2388.14,9171.15,47.98,2388.19,398,3
643.61,1603.26,1430.42,2388.21,9171.45,48.06,2388.17,397,2
643.68,1615.01,1425.13,2388.16,9177.28,47.99,2388.17,398,1
643.69,1605.85,1431.83,2388.16,9176.7,48.06,2388.18,395,0
641.82,1587.78,1405.42,2388.03,9052.19,47.08,2388.0,390,242
641.95,1581.8,1394.53,2388.06,9046.03,47.18,2388.02,392,241
642.45,1576.69,1398.2,2388.02,9053.38,47.2,2388.0,392,240
642.02,1585.71,1400.76,2388.0,9054.73,47.19,2388.0,393,239
642.34,1575.69,1402.03,2388.03,9047.86,47.1,2388.02,391,238
642.18,1583.69,1398.0,2388.02,9050.37,47.27,2387.99,390,237
642.19,1576.38,1398.31,2388.02,9054.46,47.21,2388.0,393,236
642.04,1585.56,1397.56,2388.04,9054.32,47.22,2388.06,391,235
642.23,1579.79,1392.67,2388.02,9056.12,47.21,2388.05,392,234
642.37,1586.42,1395.67,2388.04,9054.05,47.23,2388.06,392,233
642.01,1588.45,1397.98,2388.05,9046.67,47.26,2387.97,391,232
642.3,1585.16,1396.48,2388.06,9049.8,47.3,2387.95,393,231
642.29,1583.0,1401.47,2388.02,9047.74,47.24,2388.03,393,230
642.22,1587.32,1393.08,2388.07,9049.75,47.28,2388.05,393,229
642.09,1583.3,1395.26,2388.08,9052.49,47.11,2388.02,392,228
642.3,1582.63,1392.51,2387.99,9048.51,47.24,2388.05,392,227
642.03,1585.38,1397.21,2388.0,9048.28,47.17,2388.06,391,226
642.32,1586.52,1395.42,2388.08,9050.94,47.21,2388.03,391,225
642.02,1581.11,1402.09,2388.07,9049.95,47.38,2388.04,391,224
641.71,1585.36,1402.46,2388.01,9055.61,47.06,2388.03,391,223
642.54,1584.14,1394.45,2387.97,9060.57,47.04,2388.0,391,222
642.34,1588.33,1392.76,2387.97,9042.54,47.25,2387.99,394,221
642.44,1588.83,1403.57,2387.98,9050.65,47.06,2388.06,391,220
642.14,1586.62,1397.04,2388.05,9049.16,47.19,2388.04,392,219
642.11,1585.27,1394.47,2388.05,9050.22,47.12,2388.0,392,218
642.5,1587.52,1405.58,2388.02,9049.22,47.17,2388.05,393,217
642.67,1583.69,1401.76,2388.0,9056.83,47.34,2388.04,393,216
642.06,1588.5,1396.61,2388.04,9044.34,47.23,2387.99,391,215
642.14,1586.44,1397.2,2388.03,9052.01,47.17,2388.04,392,214
642.55,1582.02,1400.14,2388.0,9058.33,47.18,2388.05,391,213
642.39,1592.31,1396.85,2388.0,9055.25,47.02,2388.05,392,212
642.18,1587.0,1401.7,2388.06,9056.56,47.33,2387.99,392,211
642.0,1582.53,1400.7,2388.02,9050.28,47.12,2388.04,392,210
641.97,1580.8,1400.33,2387.97,9053.11,47.27,2387.97,391,209
641.46,1586.62,1398.95,2388.0,9054.63,47.25,2388.01,391,208
642.65,1591.16,1396.98,2388.03,9046.38,47.37,2388.04,390,207
642.23,1588.75,1392.23,2388.06,9046.6,47.34,2388.01,393,206
642.34,1581.73,1400.3,2388.07,9054.7,47.19,2388.05,393,205
641.87,1592.14,1404.77,2388.01,9060.38,47.22,2387.99,390,204
642.37,1591.29,1404.82,2388.07,9049.87,47.33,2388.05,391,203
642.12,1575.78,1399.53,2388.02,9055.42,47.44,2388.03,390,202
642.49,1586.69,1403.55,2388.07,9049.56,47.28,2388.03,390,201
641.71,1583.76,1393.95,2388.04,9047.74,47.25,2388.0,389,200
642.46,1582.09,1387.34,2388.08,9049.48,47.13,2388.04,392,199
642.54,1583.72,1402.87,2388.01,9047.06,47.13,2388.04,392,198
642.31,1588.74,1401.96,2388.03,9058.04,47.1,2388.04,392,197
642.27,1585.81,1400.35,2388.03,9055.41,47.2,2388.05,393,196
642.29,1571.84,1397.63,2388.0,9055.84,47.19,2388.03,392,195
642.33,1584.88,1397.42,2388.03,9058.72,47.21,2387.99,391,194
642.18,1589.75,1404.92,2388.03,9054.75,47.3,2388.04,392,193
642.61,1591.36,1404.64,2387.99,9051.8,47.24,2388.03,390,192
642.14,1592.83,1405.9,2387.99,9049.57,47.23,2388.06,390,191
642.27,1577.91,1401.92,2388.03,9045.51,47.37,2388.04,391,190
642.21,1586.74,1400.26,2388.04,9048.79,47.28,2388.03,392,189
641.96,1583.73,1397.95,2388.04,9053.26,47.2,2388.04,392,188
642.52,1581.37,1402.64,2388.05,9057.02,47.09,2388.08,391,187
642.0,1587.79,1401.37,2388.05,9048.4,47.31,2388.05,391,186
642.52,1582.26,1393.39,2387.95,9057.76,47.22,2388.02,393,185
642.56,1574.14,1396.36,2388.06,9049.47,47.25,2388.02,391,184
642.23,1579.11,1396.88,2388.03,9056.85,47.18,2388.01,393,183
642.38,1594.06,1398.42,2388.06,9050.57,47.3,2388.07,393,182
642.29,1584.56,1396.49,2388.04,9051.45,47.36,2388.02,394,181
642.16,1584.08,1404.48,2388.03,9046.28,47.09,2388.05,390,180
642.05,1586.29,1399.27,2388.03,9040.62,47.05,2388.04,393,179
642.02,1580.89,1387.0,2388.02,9050.39,47.14,2388.03,390,178
641.93,1587.98,1391.77,2388.03,9046.56,47.24,2388.09,392,177
642.26,1582.28,1401.13,2388.05,9055.67,47.25,2388.04,392,176
642.66,1587.87,1401.31,2388.05,9056.51,47.06,2388.03,391,175
642.2,1582.96,1398.1,2388.01,9057.29,47.22,2388.01,391,174
642.56,1585.88,1404.09,2388.09,9059.43,47.25,2388.01,392,173
642.16,1576.58,1402.85,2388.05,9045.64,47.14,2388.03,393,172
641.92,1581.43,1399.19,2388.06,9057.49,47.34,2388.04,391,171
641.97,1586.98,1402.71,2388.05,9053.39,47.05,2388.02,392,170
642.51,1586.28,1397.33,2388.04,9053.58,47.33,2388.04,393,169
642.25,1586.99,1401.63,2388.05,9057.53,47.42,2388.05,392,168
641.76,1583.26,1405.9,2388.03,9056.99,47.43,2388.04,391,167
642.17,1581.66,1403.9,2387.99,9057.89,47.21,2388.03,392,166
641.9,1588.07,1401.16,2388.04,9052.04,47.29,2388.04,392,165
642.07,1584.67,1406.04,2388.07,9058.46,47.41,2388.04,391,164
642.1,1590.62,1397.94,2388.0,9049.79,47.33,2388.01,392,163
641.93,1583.03,1398.43,2388.02,9057.6,47.48,2388.04,392,162
642.38,1582.91,1403.33,2388.08,9050.42,47.31,2388.02,390,161
642.26,1586.68,1401.77,2388.04,9057.01,47.2,2388.06,393,160
641.98,1587.52,1407.74,2388.01,9055.79,47.21,2388.04,393,159
642.66,1591.05,1400.76,2388.04,9057.14,47.2,2388.07,391,158
642.22,1587.21,1394.63,2388.08,9051.28,47.35,2388.03,392,157
642.52,1586.38,1401.69,2388.01,9053.41,47.2,2388.03,392,156
642.39,1586.89,1397.32,2387.99,9052.51,47.34,2388.02,391,155
642.24,1586.88,1394.71,2388.05,9049.62,47.09,2388.07,392,154
641.64,1588.62,1395.67,2388.11,9052.0,47.53,2388.04,392,153
642.82,1576.65,1402.3,2388.02,9056.83,47.39,2388.01,391,152
642.4,1590.97,1399.72,2388.05,9052.83,47.45,2388.07,392,151
641.88,1588.14,1397.33,2388.05,9060.46,47.43,2388.0,392,150
642.43,1584.64,1400.09,2388.08,9049.81,47.32,2388.08,394,149
642.37,1588.2,1409.78,2388.05,9056.41,47.16,2388.09,393,148
642.43,1590.54,1402.74,2388.04,9048.0,47.3,2388.08,393,147
641.72,1587.77,1401.05,2388.05,9056.52,47.27,2388.07,391,146
643.05,1592.95,1404.59,2388.02,9056.86,47.3,2388.06,392,145
642.9,1584.84,1403.62,2388.06,9057.2,47.21,2388.07,392,144
642.48,1588.72,1405.16,2388.09,9049.35,47.37,2388.05,391,143
642.04,1587.49,1400.29,2388.06,9050.65,47.45,2388.04,392,142
642.15,1587.61,1396.59,2388.04,9051.22,47.54,2388.05,391,141
642.29,1583.28,1406.62,2388.01,9058.64,47.34,2388.02,391,140
642.67,1587.78,1402.43,2388.06,9062.9,47.37,2388.05,393,139
642.67,1579.95,1402.01,2388.05,9061.58,47.33,2388.03,392,138
642.16,1589.18,1398.73,2388.07,9047.51,47.3,2388.05,392,137
642.24,1586.96,1397.5,2388.05,9055.96,47.35,2388.05,392,136
642.79,1586.97,1405.21,2388.05,9056.68,47.2,2388.1,391,135
642.36,1583.85,1400.09,2388.07,9060.12,47.12,2388.08,393,134
642.33,1587.9,1402.58,2388.07,9059.9,47.34,2388.06,392,133
643.0,1591.32,1400.22,2388.09,9060.08,47.32,2388.05,391,132
642.78,1587.78,1403.02,2388.02,9054.24,47.3,2388.1,392,131
642.68,1581.6,1404.75,2388.03,9050.92,47.3,2388.03,392,130
642.51,1586.17,1393.87,2388.06,9053.27,47.5,2388.04,391,129
642.25,1590.22,1410.37,2388.01,9059.56,47.31,2388.05,393,128
642.89,1587.66,1408.4,2388.09,9057.92,47.37,2388.02,392,127
642.63,1588.32,1403.43,2388.1,9048.22,47.27,2388.03,392,126
642.08,1580.91,1400.84,2388.06,9051.2,47.36,2388.1,394,125
642.16,1585.16,1397.86,2388.06,9061.32,47.37,2388.01,392,124
642.23,1588.4,1408.52,2388.07,9059.71,46.99,2388.06,390,123
642.27,1587.69,1402.23,2388.05,9057.91,47.37,2388.02,391,122
642.67,1591.5,1403.05,2388.0,9060.64,47.33,2388.04,392,121
642.62,1584.82,1405.34,2388.05,9058.07,47.29,2388.07,393,120
642.6,1583.8,1402.67,2388.04,9060.34,47.31,2388.03,393,119
642.15,1587.91,1398.39,2388.1,9050.51,47.45,2388.08,392,118
642.45,1579.62,1401.35,2388.01,9045.86,47.32,2388.04,391,117
642.71,1583.48,1404.07,2388.07,9061.23,47.21,2388.05,390,116
643.02,1586.51,1394.76,2388.05,9063.3,47.12,2388.04,392,115
642.3,1591.37,1405.52,2388.13,9052.4,47.32,2388.08,391,114
642.59,1591.43,1404.47,2388.01,9054.56,47.24,2388.03,393,113
642.13,1590.92,1402.72,2388.03,9057.19,47.38,2388.1,390,112
642.43,1586.44,1402.68,2388.04,9062.76,47.12,2388.04,392,111
641.84,1588.56,1403.3,2388.1,9062.56,47.4,2388.0,392,110
642.56,1589.03,1393.74,2388.07,9057.87,47.39,2388.05,391,109
642.29,1584.41,1404.14,2388.06,9059.75,47.35,2388.05,390,108
642.55,1598.52,1407.06,2388.09,9061.68,47.35,2388.07,392,107
642.55,1580.51,1402.44,2388.09,9054.3,47.46,2388.08,393,106
641.81,1586.47,1410.79,2388.11,9061.82,47.47,2388.08,393,105
642.83,1594.61,1406.46,2388.02,9053.46,47.29,2388.08,392,104
642.39,1585.71,1411.87,2388.07,9052.24,47.4,2388.1,393,103
642.71,1580.88,1398.37,2388.05,9054.44,47.34,2388.09,393,102
642.41,1588.42,1406.15,2388.04,9055.84,47.44,2388.06,394,101
642.74,1589.93,1402.11,2388.05,9052.35,47.34,2388.1,394,100
642.54,1592.18,1408.14,2388.03,9061.85,47.42,2388.07,395,99
642.67,1587.64,1400.91,2388.1,9058.48,47.38,2388.02,393,98
641.79,1585.94,1406.33,2388.08,9051.69,47.35,2388.07,393,97
642.16,1589.96,1409.94,2388.06,9061.54,47.53,2388.08,392,96
642.24,1592.23,1401.56,2388.05,9056.99,47.38,2388.07,394,95
642.84,1585.59,1400.58,2388.04,9068.69,47.43,2388.07,392,94
642.2,1593.25,1409.3,2388.14,9050.56,47.4,2388.07,391,93
642.91,1591.91,1409.89,2388.11,9061.07,47.51,2388.11,392,92
642.59,1588.36,1406.89,2388.12,9051.28,47.55,2388.05,392,91
642.9,1583.63,1407.77,2388.12,9067.65,47.54,2388.07,391,90
642.86,1583.8,1400.79,2388.05,9062.5,47.44,2388.08,391,89
642.89,1588.92,1406.33,2388.05,9059.38,47.39,2388.08,394,88
642.32,1591.48,1411.82,2388.04,9066.39,47.5,2388.05,392,87
642.61,1590.93,1411.42,2388.04,9053.11,47.47,2388.12,393,86
642.63,1595.61,1406.65,2388.1,9060.86,47.57,2388.1,393,85
642.24,1593.58,1400.35,2388.08,9067.43,47.65,2388.08,395,84
642.48,1585.57,1405.41,2388.09,9061.34,47.59,2388.09,393,83
642.68,1591.92,1403.78,2388.08,9059.97,47.61,2388.13,393,82
642.69,1587.27,1401.47,2388.07,9059.23,47.39,2388.07,393,81
642.81,1594.13,1409.36,2388.08,9071.46,47.44,2388.08,392,80
642.54,1585.58,1402.61,2388.11,9061.63,47.57,2388.11,395,79
642.57,1589.94,1402.17,2388.08,9062.2,47.58,2388.12,392,78
643.18,1588.04,1401.11,2388.08,9055.55,47.46,2388.01,394,77
642.67,1597.4,1414.92,2388.08,9066.23,47.63,2388.09,391,76
643.05,1587.94,1406.87,2388.08,9057.14,47.38,2388.12,393,75
642.88,1588.0,1403.69,2388.05,9059.19,47.68,2388.1,393,74
642.66,1586.33,1412.31,2388.1,9061.95,47.52,2388.11,393,73
642.42,1590.26,1404.07,2388.15,9056.55,47.45,2388.12,394,72
642.79,1593.64,1406.79,2388.12,9063.54,47.57,2388.09,394,71
642.09,1589.27,1413.57,2388.09,9060.97,47.54,2388.07,392,70
642.61,1593.74,1407.54,2388.13,9063.38,47.57,2388.07,392,69
642.31,1595.04,1416.74,2388.05,9061.69,47.45,2388.08,394,68
642.27,1593.62,1413.47,2388.12,9059.13,47.61,2388.11,393,67
642.46,1587.04,1402.97,2388.11,9055.78,47.37,2388.06,395,66
643.09,1585.04,1406.55,2388.08,9063.44,47.53,2388.08,393,65
642.12,1586.19,1412.28,2388.1,9054.52,47.47,2388.06,393,64
642.61,1591.38,1408.13,2388.07,9064.73,47.45,2388.12,392,63
642.73,1593.81,1409.46,2388.12,9064.0,47.55,2388.09,392,62
642.92,1594.7,1410.24,2388.04,9062.83,47.54,2388.1,393,61
642.23,1591.43,1412.62,2388.09,9060.43,47.5,2388.1,394,60
642.87,1590.13,1414.2,2388.12,9049.18,47.54,2388.12,393,59
642.55,1594.35,1411.37,2388.12,9061.15,47.48,2388.08,394,58
642.51,1586.8,1406.26,2388.11,9063.49,47.69,2388.09,393,57
642.84,1591.59,1410.35,2388.13,9060.72,47.72,2388.15,394,56
642.46,1593.33,1404.98,2388.09,9062.25,47.72,2388.2,395,55
642.63,1588.03,1412.95,2388.14,9067.59,47.59,2388.06,393,54
643.11,1593.42,1407.64,2388.1,9065.89,47.64,2388.15,393,53
642.78,1591.5,1408.06,2388.14,9053.31,47.65,2388.16,393,52
643.11,1586.26,1416.02,2388.14,9068.26,47.58,2388.16,394,51
642.54,1590.5,1405.34,2388.1,9062.68,47.5,2388.13,394,50
642.67,1596.9,1418.1,2388.01,9065.57,47.68,2388.18,392,49
642.71,1587.85,1410.34,2388.12,9065.09,47.68,2388.16,394,48
642.63,1596.54,1412.73,2388.15,9066.7,47.69,2388.08,394,47
643.16,1594.29,1419.18,2388.12,9063.56,47.59,2388.15,394,46
643.28,1593.3,1408.1,2388.15,9065.23,47.75,2388.11,395,45
643.5,1585.7,1415.39,2388.14,9059.18,47.6,2388.13,394,44
642.93,1595.38,1419.12,2388.15,9065.25,47.71,2388.12,394,43
642.96,1593.19,1412.65,2388.16,9065.86,47.79,2388.14,394,42
642.6,1591.81,1419.1,2388.15,9065.06,47.82,2388.16,394,41
642.47,1593.58,1418.37,2388.12,9068.08,47.8,2388.15,394,40
643.04,1600.66,1411.61,2388.17,9065.25,47.83,2388.19,393,39
642.59,1593.67,1410.99,2388.16,9068.55,47.72,2388.13,394,38
642.76,1594.82,1416.83,2388.11,9058.51,47.7,2388.08,393,37
642.53,1591.43,1422.21,2388.15,9065.83,47.73,2388.12,393,36
643.09,1589.72,1413.7,2388.23,9065.49,47.69,2388.16,395,35
643.39,1597.46,1417.07,2388.14,9074.26,47.91,2388.12,396,34
642.95,1601.39,1416.07,2388.15,9069.31,47.91,2388.2,395,33
643.42,1598.66,1420.91,2388.19,9059.7,47.77,2388.15,395,32
642.78,1595.19,1421.33,2388.15,9069.49,47.76,2388.15,393,31
643.33,1593.35,1417.43,2388.18,9074.0,47.62,2388.16,395,30
643.46,1600.37,1418.55,2388.16,9067.63,47.78,2388.16,394,29
643.36,1598.79,1421.75,2388.22,9068.89,47.61,2388.18,394,28
643.29,1592.91,1411.98,2388.19,9064.72,47.6,2388.16,396,27
642.52,1599.59,1415.97,2388.17,9073.9,47.74,2388.21,395,26
643.07,1584.4,1419.25,2388.21,9066.31,47.92,2388.17,396,25
642.94,1591.87,1420.33,2388.18,9071.42,47.7,2388.22,395,24
642.97,1599.77,1413.27,2388.18,9068.78,47.86,2388.15,394,23
643.26,1599.29,1424.97,2388.19,9071.12,47.84,2388.15,396,22
643.26,1599.84,1420.27,2388.21,9070.69,47.94,2388.2,394,21
642.66,1595.53,1410.51,2388.18,9067.19,48.2,2388.17,396,20
642.62,1600.97,1411.05,2388.18,9067.6,47.94,2388.21,396,19
642.71,1591.62,1420.52,2388.17,9069.93,47.98,2388.21,394,18
643.68,1594.49,1421.67,2388.1,9072.95,48.13,2388.19,395,17
643.37,1606.85,1422.32,2388.12,9075.77,47.98,2388.13,394,16
643.49,1595.34,1422.9,2388.22,9070.24,48.01,2388.22,396,15
643.28,1601.72,1425.91,2388.18,9073.25,47.98,2388.19,396,14
643.12,1595.15,1421.68,2388.24,9067.1,48.0,2388.2,395,13
643.73,1592.97,1423.28,2388.19,9073.1,47.98,2388.22,395,12
643.56,1599.29,1426.3,2388.21,9076.46,48.03,2388.19,393,11
643.3,1605.64,1423.69,2388.19,9073.7,48.12,2388.19,396,10
643.24,1595.34,1428.75,2388.19,9073.51,48.11,2388.19,396,9
643.08,1599.08,1428.61,2388.23,9078.49,47.88,2388.26,396,8
643.59,1600.09,1424.41,2388.19,9070.04,47.84,2388.17,395,7
643.95,1600.37,1428.11,2388.21,9070.69,48.04,2388.17,395,6
643.68,1603.5,1425.67,2388.25,9079.25,48.17,2388.25,395,5
643.3,1593.96,1426.32,2388.22,9085.22,48.25,2388.26,397,4
644.03,1611.63,1419.77,2388.18,9087.29,48.11,2388.23,396,3
643.18,1603.93,1429.33,2388.23,9081.97,48.21,2388.26,396,2
643.89,1604.17,1425.01,2388.26,9082.63,47.96,2388.19,396,1
644.11,1597.14,1429.32,2388.2,9076.8,48.11,2388.21,395,0
641.76,1574.39,1385.86,2388.01,9035.28,46.97,2388.03,391,319
641.35,1572.61,1385.07,2387.83,9032.71,47.17,2387.86,390,318
642.1,1583.44,1390.53,2388.03,9035.0,47.08,2387.96,392,317
641.9,1578.05,1385.24,2387.87,9039.5,46.9,2387.9,390,316
642.23,1582.95,1390.01,2387.95,9035.51,47.0,2388.0,391,315
641.76,1585.39,1388.15,2387.83,9031.54,47.29,2387.81,391,314
641.88,1580.1,1385.06,2387.89,9040.0,47.02,2387.89,389,313
642.25,1579.54,1394.28,2387.76,9042.68,47.21,2387.78,388,312
641.69,1574.8,1394.85,2388.02,9042.98,46.9,2388.04,389,311
641.48,1580.83,1394.79,2388.02,9038.82,46.87,2387.97,389,310
642.53,1585.94,1392.18,2387.99,9037.72,46.96,2388.04,390,309
641.67,1583.99,1393.1,2387.88,9031.47,46.94,2387.95,389,308
641.75,1583.75,1392.1,2387.98,9044.35,46.78,2388.0,389,307
642.07,1578.63,1387.51,2387.95,9042.45,46.98,2388.03,392,306
641.43,1575.81,1394.68,2387.92,9043.63,47.03,2387.99,391,305
641.68,1579.03,1385.34,2387.9,9035.64,46.95,2387.84,391,304
642.01,1573.16,1384.1,2387.91,9042.45,46.9,2387.96,391,303
641.68,1576.4,1393.36,2387.94,9035.5,47.11,2387.95,388,302
641.8,1580.21,1390.04,2387.81,9038.43,47.19,2387.82,390,301
641.64,1579.64,1393.89,2387.94,9036.62,47.05,2387.86,390,300
641.94,1579.36,1391.29,2388.01,9038.48,47.0,2388.03,390,299
641.42,1580.55,1399.51,2387.76,9043.17,47.03,2387.76,391,298
641.88,1577.81,1392.88,2388.01,9032.56,47.03,2388.03,390,297
641.7,1578.41,1401.11,2387.83,9038.19,47.04,2387.81,391,296
641.76,1582.12,1386.9,2387.88,9040.66,46.86,2387.88,389,295
641.56,1584.68,1389.13,2388.02,9041.93,46.86,2388.01,391,294
641.6,1582.78,1391.19,2388.01,9037.13,47.11,2388.06,390,293
642.1,1582.74,1396.68,2387.84,9042.74,47.17,2387.79,390,292
641.69,1583.82,1397.44,2388.08,9039.45,46.78,2387.99,390,291
641.14,1581.28,1398.59,2387.79,9034.32,46.95,2387.82,390,290
641.97,1577.83,1387.86,2387.88,9038.52,46.84,2387.85,390,289
641.92,1571.83,1395.76,2387.88,9038.33,46.95,2387.84,390,288
641.75,1578.09,1399.43,2387.77,9041.3,47.05,2387.78,391,287
641.77,1572.45,1387.96,2387.91,9041.12,46.93,2387.91,389,286
641.62,1578.57,1389.87,2387.8,9040.66,47.06,2387.85,390,285
641.77,1578.25,1395.57,2387.88,9029.19,46.85,2387.9,390,284
641.18,1580.45,1396.32,2387.99,9042.3,46.95,2387.99,390,283
641.42,1580.93,1380.46,2388.08,9038.04,46.86,2387.97,389,282
641.33,1582.31,1391.16,2387.97,9035.65,46.81,2387.98,389,281
641.54,1573.45,1391.94,2387.87,9043.83,46.95,2387.85,391,280
641.8,1578.86,1386.33,2387.75,9032.52,47.09,2387.7,390,279
641.43,1579.97,1387.76,2387.82,9035.87,47.07,2387.84,389,278
642.09,1574.13,1395.32,2387.91,9037.04,47.0,2387.9,390,277
641.58,1581.4,1386.42,2387.92,9037.89,46.96,2387.94,391,276
641.83,1585.15,1394.17,2387.88,9042.8,46.88,2387.89,392,275
641.8,1574.96,1391.82,2387.94,9036.78,46.91,2387.94,390,274
642.08,1580.93,1391.64,2387.72,9039.37,47.03,2387.76,390,273
642.17,1574.62,1392.38,2387.95,9039.25,46.86,2387.94,390,272
641.96,1577.51,1389.79,2387.84,9041.27,47.14,2387.88,389,271
641.93,1581.32,1394.78,2387.85,9035.21,46.96,2387.86,390,270
641.29,1578.83,1392.68,2387.84,9039.92,46.91,2387.85,390,269
642.19,1575.35,1397.59,2388.01,9034.51,46.97,2388.01,389,268
641.72,1586.98,1388.28,2387.96,9036.69,47.01,2387.98,391,267
641.88,1580.78,1390.89,2387.71,9028.4,47.15,2387.69,390,266
642.21,1575.36,1392.71,2387.8,9036.27,47.0,2387.8,390,265
641.93,1583.71,1395.85,2387.82,9037.83,46.92,2387.79,390,264
642.25,1574.06,1391.02,2387.89,9026.79,47.15,2387.87,390,263
641.69,1570.1,1389.49,2387.85,9033.88,47.09,2387.82,390,262
642.31,1582.05,1390.27,2387.95,9036.88,47.1,2387.94,390,261
642.04,1575.16,1391.6,2387.94,9040.05,47.11,2387.97,391,260
642.43,1581.97,1393.21,2387.86,9034.31,47.04,2387.83,390,259
641.48,1581.34,1402.87,2387.71,9040.67,47.26,2387.74,389,258
641.91,1583.81,1395.03,2387.9,9041.23,47.23,2387.93,390,257
641.12,1578.77,1386.72,2387.84,9034.94,47.02,2387.87,390,256
641.77,1574.54,1395.19,2387.87,9037.77,47.05,2387.91,390,255
641.4,1579.71,1396.75,2387.98,9037.57,47.05,2387.96,390,254
641.85,1583.04,1395.51,2387.83,9037.38,47.08,2387.86,391,253
641.89,1579.88,1380.85,2387.99,9040.24,46.95,2387.98,388,252
642.11,1577.79,1396.98,2387.68,9036.99,47.07,2387.69,391,251
642.25,1571.47,1384.39,2387.84,9033.7,47.03,2387.88,391,250
642.73,1574.03,1393.64,2387.77,9040.58,47.07,2387.85,390,249
642.1,1575.41,1395.35,2387.84,9040.32,46.92,2387.86,389,248
641.9,1580.68,1392.05,2387.97,9041.5,47.04,2387.97,388,247
641.73,1580.03,1393.46,2387.8,9040.07,46.95,2387.79,389,246
641.85,1571.26,1386.62,2387.79,9035.91,47.03,2387.84,390,245
642.21,1579.6,1390.07,2388.0,9034.85,46.83,2388.03,390,244
641.53,1583.38,1392.93,2387.93,9035.87,46.91,2387.99,391,243
641.66,1580.15,1394.26,2387.84,9034.62,46.88,2387.9,390,242
642.04,1577.23,1394.92,2387.51,9042.05,47.06,2387.53,391,241
641.83,1580.08,1389.17,2387.85,9034.23,46.93,2387.91,391,240
641.8,1582.57,1395.03,2387.76,9040.18,47.12,2387.79,391,239
641.3,1577.91,1390.03,2387.88,9038.35,46.86,2387.87,389,238
642.38,1578.57,1398.03,2387.77,9040.18,47.05,2387.8,391,237
641.72,1578.16,1394.99,2387.86,9038.7,47.1,2387.85,390,236
641.78,1586.34,1392.31,2387.8,9032.89,47.01,2387.84,391,235
641.7,1583.31,1395.76,2387.76,9035.21,46.95,2387.77,390,234
641.35,1575.85,1388.53,2387.73,9040.38,47.09,2387.73,391,233
642.59,1578.97,1398.04,2387.83,9035.99,47.14,2387.88,389,232
642.13,1579.61,1392.71,2387.72,9037.83,47.13,2387.66,391,231
642.23,1582.73,1386.58,2387.66,9046.18,47.19,2387.67,390,230
642.46,1576.44,1405.42,2387.7,9037.09,47.28,2387.73,390,229
641.95,1583.27,1393.8,2388.0,9040.37,46.88,2387.96,391,228
641.76,1578.7,1394.19,2387.69,9031.36,46.95,2387.7,390,227
641.42,1585.69,1388.83,2387.67,9030.53,47.06,2387.67,389,226
641.55,1579.04,1386.83,2387.82,9035.23,46.93,2387.93,389,225
642.38,1588.49,1393.56,2387.67,9044.04,47.1,2387.69,390,224
641.92,1579.45,1397.7,2387.76,9034.42,47.05,2387.77,389,223
641.95,1584.3,1392.48,2387.68,9032.55,46.92,2387.79,389,222
641.72,1580.84,1390.81,2387.62,9038.68,47.16,2387.59,388,221
641.56,1581.14,1398.32,2387.43,9031.89,47.22,2387.4,390,220
642.32,1580.84,1390.91,2387.59,9039.31,47.13,2387.53,390,219
642.03,1583.04,1397.85,2387.83,9029.14,47.23,2387.83,391,218
641.85,1577.8,1390.1,2387.87,9036.06,47.25,2387.85,392,217
642.41,1575.84,1393.96,2387.48,9029.57,47.27,2387.53,391,216
642.47,1576.71,1403.94,2387.52,9035.03,47.17,2387.53,390,215
642.23,1580.54,1395.83,2387.55,9034.97,46.93,2387.54,390,214
642.36,1582.3,1397.88,2387.42,9031.89,47.44,2387.43,389,213
641.57,1583.69,1401.68,2387.79,9040.4,47.06,2387.8,389,212
642.01,1581.82,1401.89,2387.71,9035.38,47.2,2387.69,389,211
